PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;36;12;28079036_12_8;2018;01;08;00075;V;00039;V;00033;V;00023;V;00028;V;00022;V;00038;V;00097;V;00215;V;00108;V;00091;V;00068;V;00064;V;00081;V;00061;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;1;28079038_1_38;2018;01;08;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00004;V;00006;V;00007;V;00005;V;00005;V;00005;V;00005;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2018;01;08;00007;V;00012;V;00002;V;00002;V;00003;V;00011;V;00008;V;00038;V;00130;V;00134;V;00056;V;00063;V;00021;V;00024;V;00020;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2018;01;08;00046;V;00040;V;00020;V;00016;V;00016;V;00027;V;00034;V;00066;V;00111;V;00108;V;00072;V;00072;V;00039;V;00042;V;00040;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2018;01;08;00006;V;00006;V;00004;V;00003;V;00001;V;00001;V;00003;V;00004;V;00006;V;00013;V;00011;V;00001;N;00001;N;00006;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2018;01;08;00007;V;00006;V;00004;V;00004;V;00001;V;00001;V;00004;V;00005;V;00009;V;00017;V;00015;V;00001;N;00001;N;00010;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2018;01;08;00057;V;00058;V;00023;V;00019;V;00021;V;00044;V;00047;V;00123;V;00311;V;00314;V;00157;V;00168;V;00072;V;00079;V;00072;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2018;01;08;001.0;V;001.0;V;000.6;V;000.5;V;000.4;V;000.4;V;000.6;V;001.0;V;002.2;V;004.8;V;004.6;V;003.5;N;020.5;N;002.6;V;001.9;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2018;01;08;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.5;V;000.9;V;001.9;V;001.8;V;001.1;N;006.9;N;000.7;V;000.6;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2018;01;08;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.7;V;000.8;V;000.6;N;014.7;N;000.8;V;000.6;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2018;01;08;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00018;V;00038;V;00041;V;00040;V;00024;V;00018;V;00019;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2018;01;08;00042;V;00036;V;00045;V;00028;V;00020;V;00017;V;00041;V;00067;V;00080;V;00077;V;00064;V;00047;V;00038;V;00034;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2018;01;08;00044;V;00037;V;00047;V;00029;V;00021;V;00018;V;00046;V;00094;V;00138;V;00139;V;00125;V;00084;V;00065;V;00063;V;00057;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2018;01;08;19.77;V;23.86;V;13.14;V;26.93;V;37.20;V;43.83;V;24.88;V;06.92;V;01.42;V;07.07;V;16.32;V;32.18;V;39.85;V;43.76;V;49.86;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2018;01;08;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00004;V;00003;V;00003;V;00004;V;00003;V;00003;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2018;01;08;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00026;V;00025;V;00015;V;00013;V;00018;V;00020;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2018;01;08;00060;V;00037;V;00026;V;00021;V;00014;V;00015;V;00027;V;00050;V;00077;V;00064;V;00042;V;00034;V;00041;V;00044;V;00043;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2018;01;08;00011;V;00009;V;00005;V;00005;V;00003;V;00001;V;00003;V;00007;V;00008;V;00010;V;00008;V;00009;V;00007;V;00015;V;00018;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2018;01;08;00067;V;00039;V;00028;V;00023;V;00016;V;00016;V;00031;V;00059;V;00118;V;00102;V;00065;V;00053;V;00068;V;00073;V;00076;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2018;01;08;00007;V;00003;V;00002;V;00002;V;00002;V;00002;V;00009;V;00023;V;00044;V;00043;V;00023;V;00025;V;00021;V;00021;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2018;01;08;00053;V;00037;V;00028;V;00016;V;00014;V;00018;V;00037;V;00063;V;00080;V;00074;V;00051;V;00048;V;00042;V;00046;V;00057;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2018;01;08;00008;V;00008;V;00005;V;00006;V;00003;V;00004;V;00002;V;00006;V;00006;V;00007;V;00008;V;00008;V;00006;V;00006;V;00009;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2018;01;08;00009;V;00008;V;00006;V;00006;V;00003;V;00005;V;00003;V;00008;V;00008;V;00010;V;00012;V;00011;V;00012;V;00011;V;00013;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2018;01;08;00063;V;00041;V;00031;V;00019;V;00016;V;00021;V;00052;V;00098;V;00148;V;00140;V;00087;V;00087;V;00075;V;00078;V;00067;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00023;V;00020;V;00015;V;00010;V;00011;V;00012;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2018;01;08;00037;V;00026;V;00020;V;00014;V;00013;V;00014;V;00024;V;00054;V;00075;V;00067;V;00045;V;00032;V;00029;V;00033;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2018;01;08;00004;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00004;V;00003;V;00005;V;00006;V;00007;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2018;01;08;00005;V;00005;V;00003;V;00001;V;00001;V;00002;V;00001;V;00002;V;00004;V;00006;V;00005;V;00006;V;00008;V;00009;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2018;01;08;00038;V;00028;V;00022;V;00016;V;00014;V;00016;V;00026;V;00065;V;00109;V;00098;V;00068;V;00048;V;00045;V;00051;V;00036;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00026;V;00024;V;00018;V;00012;V;00014;V;00012;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2018;01;08;00043;V;00025;V;00020;V;00015;V;00012;V;00014;V;00027;V;00056;V;00075;V;00070;V;00055;V;00043;V;00045;V;00046;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2018;01;08;00044;V;00026;V;00021;V;00016;V;00014;V;00015;V;00028;V;00064;V;00115;V;00107;V;00083;V;00061;V;00066;V;00064;V;00047;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2018;01;08;19.38;V;26.67;V;35.29;V;38.91;V;45.35;V;46.65;V;36.34;V;16.72;V;05.40;V;11.52;V;22.28;V;33.56;V;31.99;V;36.76;V;46.07;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2018;01;08;00005;V;00002;V;00001;V;00002;V;00003;V;00003;V;00006;V;00026;V;00039;V;00040;V;00025;V;00020;V;00016;V;00013;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;01;08;00036;V;00023;V;00014;V;00014;V;00010;V;00018;V;00031;V;00059;V;00073;V;00067;V;00046;V;00035;V;00027;V;00025;V;00039;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;01;08;00007;V;00008;V;00003;V;00002;V;00004;V;00001;V;00004;V;00001;V;00004;V;00002;V;00003;V;00001;V;00003;V;00005;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;01;08;00008;V;00008;V;00004;V;00003;V;00004;V;00001;V;00004;V;00001;V;00005;V;00003;V;00003;V;00002;V;00006;V;00007;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;01;08;00043;V;00025;V;00016;V;00017;V;00014;V;00024;V;00041;V;00099;V;00133;V;00128;V;00085;V;00065;V;00052;V;00045;V;00088;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;01;08;00004;V;00011;V;00002;V;00001;V;00002;V;00002;V;00009;V;00043;V;00104;V;00107;V;00049;V;00033;V;00031;V;00040;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2018;01;08;00036;V;00055;V;00032;V;00019;V;00012;V;00013;V;00029;V;00063;V;00084;V;00083;V;00057;V;00044;V;00038;V;00046;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2018;01;08;00042;V;00072;V;00036;V;00020;V;00015;V;00015;V;00042;V;00129;V;00244;V;00247;V;00133;V;00094;V;00086;V;00107;V;00076;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2018;01;08;23.99;V;09.27;V;26.84;V;33.14;V;41.45;V;44.56;V;30.57;V;10.84;V;02.68;V;06.35;V;20.94;V;32.03;V;35.59;V;29.22;V;40.50;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2018;01;08;00021;V;00012;V;00004;V;00001;V;00001;V;00005;V;00022;V;00047;V;00076;V;00065;V;00039;V;00025;V;00015;V;00011;V;00018;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2018;01;08;00063;V;00051;V;00036;V;00031;V;00031;V;00035;V;00057;V;00077;V;00091;V;00080;V;00063;V;00049;V;00035;V;00029;V;00040;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2018;01;08;00010;V;00006;V;00004;V;00003;V;00003;V;00003;V;00001;V;00005;V;00010;V;00012;V;00010;V;00010;V;00009;V;00008;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2018;01;08;00096;V;00069;V;00042;V;00033;V;00033;V;00043;V;00091;V;00150;V;00208;V;00180;V;00123;V;00087;V;00058;V;00046;V;00068;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2018;01;08;002.3;V;001.5;V;000.9;V;000.7;V;000.8;V;000.6;V;000.6;V;000.9;V;001.8;V;001.6;V;002.5;V;002.0;V;001.4;V;002.2;V;001.8;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2018;01;08;001.2;V;001.0;V;000.8;V;000.6;V;000.5;V;000.5;V;000.5;V;000.7;V;001.0;V;001.0;V;001.0;V;000.8;V;000.7;V;000.6;V;000.5;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2018;01;08;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2018;01;08;01.29;V;01.27;V;01.25;V;01.30;V;01.28;V;01.25;V;01.27;V;01.30;V;01.33;V;01.26;V;01.30;V;01.25;V;01.21;V;01.19;V;01.19;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2018;01;08;01.23;V;01.22;V;01.21;V;01.24;V;01.22;V;01.21;V;01.21;V;01.23;V;01.24;V;01.19;V;01.22;V;01.19;V;01.16;V;01.15;V;01.15;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2018;01;08;00.06;V;00.05;V;00.05;V;00.05;V;00.05;V;00.05;V;00.06;V;00.07;V;00.09;V;00.07;V;00.08;V;00.06;V;00.05;V;00.04;V;00.04;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2018;01;08;000.5;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.7;V;000.7;V;000.6;V;000.5;V;000.4;V;000.3;V;000.4;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2018;01;08;00039;V;00063;V;00034;V;00018;V;00016;V;00018;V;00056;V;00072;V;00105;V;00138;V;00090;V;00081;V;00048;V;00040;V;00039;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2018;01;08;00075;V;00081;V;00064;V;00044;V;00042;V;00045;V;00070;V;00093;V;00101;V;00109;V;00093;V;00085;V;00061;V;00053;V;00057;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2018;01;08;00134;V;00178;V;00116;V;00071;V;00067;V;00073;V;00156;V;00203;V;00262;V;00320;V;00232;V;00208;V;00135;V;00115;V;00117;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2018;01;08;06.65;V;01.62;V;01.98;V;18.51;V;20.19;V;17.47;V;06.28;V;01.90;V;00.88;V;02.84;V;12.35;V;18.40;V;31.13;V;40.61;V;38.90;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2018;01;08;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2018;01;08;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00037;V;00049;V;00025;V;00017;V;00009;V;00012;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2018;01;08;00030;V;00020;V;00016;V;00010;V;00011;V;00014;V;00021;V;00052;V;00073;V;00073;V;00044;V;00032;V;00018;V;00021;V;00017;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2018;01;08;00006;V;00003;V;00003;V;00005;V;00006;V;00003;V;00003;V;00007;V;00005;V;00010;V;00013;V;00009;V;00011;V;00009;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2018;01;08;00032;V;00022;V;00017;V;00012;V;00012;V;00016;V;00023;V;00064;V;00129;V;00148;V;00081;V;00058;V;00032;V;00039;V;00028;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00028;V;00019;V;00014;V;00018;V;00010;V;00003;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2018;01;08;00013;V;00008;V;00007;V;00005;V;00005;V;00005;V;00014;V;00033;V;00030;V;00027;V;00027;V;00021;V;00009;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2018;01;08;00014;V;00009;V;00008;V;00006;V;00006;V;00006;V;00019;V;00077;V;00059;V;00049;V;00055;V;00036;V;00014;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2018;01;08;18.22;V;17.20;V;13.83;V;14.56;V;16.76;V;18.21;V;11.51;V;01.90;V;04.11;V;10.37;V;12.69;V;30.86;V;58.04;V;67.00;V;74.20;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00005;V;00010;V;00009;V;00007;V;00011;V;00008;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;01;08;00025;V;00021;V;00012;V;00006;V;00005;V;00011;V;00024;V;00033;V;00040;V;00034;V;00023;V;00015;V;00026;V;00020;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;01;08;00026;V;00023;V;00013;V;00007;V;00006;V;00013;V;00027;V;00038;V;00048;V;00049;V;00037;V;00025;V;00043;V;00032;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;01;08;24.42;V;25.71;V;29.92;V;33.25;V;36.09;V;32.85;V;23.34;V;15.87;V;13.63;V;20.45;V;33.96;V;45.13;V;43.93;V;51.66;V;54.26;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;01;08;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00021;V;00045;V;00038;V;00025;V;00015;V;00008;V;00007;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;01;08;00035;V;00026;V;00024;V;00013;V;00012;V;00016;V;00034;V;00068;V;00082;V;00076;V;00056;V;00041;V;00026;V;00025;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;01;08;00002;V;00003;V;00009;V;00007;V;00004;V;00002;V;00004;V;00017;V;00002;V;00009;V;00018;V;00007;V;00003;N;00011;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;01;08;00038;V;00028;V;00026;V;00015;V;00013;V;00017;V;00039;V;00099;V;00151;V;00135;V;00095;V;00064;V;00038;V;00036;V;00036;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;01;08;25.62;V;34.29;V;33.75;V;44.60;V;46.35;V;46.53;V;29.60;V;06.43;V;03.62;V;12.26;V;28.86;V;42.48;V;54.82;V;56.32;V;59.27;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
